"","Q006","TP_ESCOLA","TP_SEXO","TP_ESTADO_CIVIL","TP_COR_RACA","NU_IDADE","TP_ST_CONCLUSAO","Q025","Q001","Q002","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","NOTA_MEDIA","NOTA_MEDIA_GROUPPED"
"4019","C",1,"F",1,1,25,1,"B","C","E",401.7,458.1,448.2,389.8,280,395.56,7
"4048","D",1,"F",1,1,18,1,"B","F","E",596.9,580.6,596.8,635.7,800,642,12
"4055","C",1,"F",1,3,18,1,"B","B","C",471.5,431.9,492.2,605.9,620,524.3,10
"4057","D",1,"F",1,2,28,1,"B","E","G",584,560.4,536.2,635.9,440,551.3,11
"4061","B",1,"M",1,1,50,1,"A","B","C",469.4,372,475.9,416.2,560,458.7,9
"4074","N",1,"M",1,3,26,1,"B","G","G",693.2,645.6,689.3,871.1,720,723.84,14
"4079","I",2,"M",1,1,17,2,"B","E","F",449.3,431.9,495.3,428.9,520,465.08,9
"4086","Q",1,"F",1,1,15,3,"B","G","G",536.2,601.9,605.8,571.3,760,615.04,12
"4132","H",2,"M",1,1,20,2,"B","F","G",468.6,548.4,565.5,589.2,660,566.34,11
"4134","L",3,"F",1,1,17,2,"B","E","G",505.9,599.4,584.8,615.2,580,577.06,11
"4142","C",1,"F",1,1,21,1,"B","C","B",356.1,393.6,530.3,394.3,320,398.86,7
"4143","G",1,"F",0,1,18,1,"B","E","E",592.5,616.5,597,666.7,840,662.54,13
"4156","C",2,"M",1,1,17,2,"B","H","E",572.3,584.6,579.6,478.3,660,574.96,11
"4160","L",1,"M",1,1,22,1,"B","G","E",541.7,589.9,633.9,777.3,600,628.56,12
"4166","F",1,"M",0,1,18,3,"B","B","D",488.3,528.2,546.7,418.2,420,480.28,9
"4173","M",2,"M",1,1,18,2,"B","C","C",474.6,551.5,559.3,663.5,640,577.78,11
"4176","C",1,"F",1,1,22,1,"B","H","D",404.6,499.3,504.7,416.8,300,425.08,8
"4180","D",1,"M",1,2,25,1,"B","H","E",489.1,577.4,587.3,581.6,600,567.08,11
"4185","P",3,"M",3,1,18,2,"B","F","G",605.7,647.5,593.3,644.8,620,622.26,12
"4194","F",2,"F",1,1,18,2,"B","C","D",481.2,539.2,515.1,453.7,640,525.84,10
"4201","A",2,"M",1,1,18,2,"B","D","E",384.8,525.9,546.4,485.9,360,460.6,9
"4221","A",2,"F",1,1,21,2,"B","B","B",410.5,446.7,424.7,468.9,560,462.16,9
"4226","B",1,"F",1,1,20,1,"B","E","D",543.1,618.5,562.2,582.3,320,525.22,10
"4243","C",1,"F",1,1,33,1,"B","D","E",538.2,581.3,598.7,637.8,640,599.2,11
"4246","D",2,"F",1,1,19,2,"B","B","B",598.4,586.6,566.3,626.1,660,607.48,12
"4247","G",1,"F",1,2,20,1,"B","C","E",373.7,521.9,522.3,419,780,523.38,10
"4249","F",2,"F",1,1,18,2,"B","E","C",553.6,545.6,610.6,642.5,760,622.46,12
"4262","L",3,"F",1,1,17,2,"B","E","F",441.5,458.8,565.7,551,580,519.4,10
"4276","C",1,"F",1,1,17,3,"B","E","C",367,483,504.8,492.9,480,465.54,9
"4280","H",1,"F",1,1,19,1,"B","H","F",621.3,625.7,596.3,595.7,760,639.8,12
"4287","B",1,"M",1,3,25,1,"B","E","E",672.8,615.5,633.3,695.2,880,699.36,13
"4292","G",1,"M",1,1,20,1,"B","E","E",508.4,548.5,558.2,597.1,560,554.44,11
"4304","D",1,"M",1,1,19,1,"B","B","B",470.3,567.9,544.9,527.2,620,546.06,10
"4316","C",2,"M",1,1,18,2,"B","B","D",486.8,565.3,581.2,655.6,580,573.78,11
"4329","C",2,"M",1,2,17,2,"B","C","B",546.5,474.6,493.5,525,520,511.92,10
"4335","D",1,"F",1,1,18,1,"B","D","E",375,528.3,545,455,680,516.66,10
"4341","E",1,"F",0,1,33,1,"B","E","F",584,646.9,598.5,772.5,880,696.38,13
"4359","C",2,"F",1,3,54,2,"B","C","D",518.7,471,459.2,467.8,340,451.34,9
"4368","C",1,"F",1,1,21,1,"B","E","D",389.5,475.2,545.7,450.3,620,496.14,9
"4399","D",1,"M",1,1,25,1,"A","D","C",498.1,556.2,554.6,600.6,440,529.9,10
"4404","F",2,"F",1,1,17,2,"B","E","E",409.3,480.2,501.1,486.2,640,503.36,10
"4409","G",1,"F",1,1,20,1,"B","E","G",535.4,587.6,597.8,588.5,600,581.86,11
"4424","H",1,"F",1,1,19,1,"B","G","G",559,555.5,584.2,641.9,660,600.12,12
"4441","C",3,"F",1,1,18,2,"B","E","E",499.7,580,579.3,523.7,580,552.54,11
"4460","C",1,"F",1,3,25,1,"B","E","E",501.3,396.6,515.8,472.6,480,473.26,9
"4483","C",2,"F",1,3,18,2,"B","E","E",430.9,522.3,514.7,527.2,580,515.02,10
"4496","F",1,"M",1,1,24,1,"B","C","C",490.9,517.1,536.8,599.3,580,544.82,10
"4497","F",1,"M",1,1,18,1,"B","F","E",610.6,612.1,605.7,720.5,860,681.78,13
"4533","E",1,"M",1,1,22,1,"B","H","G",589.5,630.7,618.8,712.9,540,618.38,12
"4537","C",1,"M",1,2,27,1,"B","F","G",388.3,386.7,499.9,431.3,560,453.24,9
"4577","E",2,"M",1,1,17,2,"B","D","E",515.3,547.1,506.8,583.2,440,518.48,10
"4588","B",1,"M",1,1,20,1,"B","C","B",463.8,491.7,506.3,543.1,520,504.98,10
"4635","G",1,"F",1,1,20,1,"B","F","F",568.1,663.9,556.8,648.4,940,675.44,13
"4647","H",3,"F",1,1,16,2,"B","E","E",570.5,658,620.2,730.6,840,683.86,13
"4656","L",1,"F",1,1,18,1,"B","G","G",685.4,704.5,655.9,768.2,640,690.8,13
"4662","F",2,"M",0,3,18,2,"B","B","D",589.7,607.9,588.3,552.7,640,595.72,11
"4664","C",1,"F",1,1,19,1,"B","E","G",444.1,387.7,469.1,492.3,0,358.64,7
"4666","C",1,"F",1,1,20,1,"A","C","C",482.2,432.6,464.2,509.2,500,477.64,9
"4690","C",1,"F",1,1,18,1,"B","D","E",563.7,565,528.2,542.9,760,591.96,11
"4694","C",2,"M",0,3,18,2,"B","H","G",497.4,570.2,538.1,674.5,600,576.04,11
"4717","D",1,"F",1,2,19,1,"B","E","E",468,511.2,542.5,492.8,480,498.9,9
"4719","P",3,"M",1,1,17,2,"B","F","H",645.4,661.5,596.9,760.5,600,652.86,13
"4766","H",3,"F",1,3,18,2,"B","E","F",631.3,698.2,617.1,842.9,900,737.9,14
"4769","C",2,"F",1,1,18,2,"B","D","C",451.9,485.7,494.3,456.2,520,481.62,9
"4781","N",3,"F",1,1,18,2,"B","G","G",534.3,593.2,604.3,666.6,720,623.68,12
"4787","C",1,"M",1,1,19,1,"B","H","E",541.1,608.9,580.3,644.8,580,591.02,11
"4793","H",1,"F",1,1,18,1,"B","B","B",420.9,467.4,518.9,484.2,520,482.28,9
"4800","D",3,"M",1,2,19,2,"B","B","D",388,433.7,511.6,411.8,520,453.02,9
"4812","H",3,"F",1,1,18,2,"B","E","G",490.2,614.3,512.5,647.7,920,636.94,12
"4818","F",1,"F",1,3,18,1,"B","F","F",590.8,594.9,602.1,767.2,860,683,13
"4827","I",1,"F",1,1,18,1,"B","D","G",559.7,564.4,577.1,645.5,660,601.34,12
"4828","A",1,"M",1,0,37,1,"B","E","F",494.3,630.8,618.5,728.5,540,602.42,12
"4830","C",2,"F",1,1,17,2,"B","E","D",570.3,607.5,574.3,566.8,900,643.78,12
"4838","O",2,"M",1,1,17,2,"B","G","G",593.5,606.7,595.2,801.1,760,671.3,13
"4841","K",3,"F",1,1,18,2,"B","E","E",479.7,594.4,460.5,460.2,440,486.96,9
"4844","C",1,"M",1,1,25,1,"B","D","D",582.9,737.8,617.5,838.4,340,623.32,12
"4848","O",1,"F",1,1,17,3,"B","G","F",606.6,611.3,562.7,773.5,680,646.82,12
"4850","I",1,"M",1,1,29,1,"B","F","D",605.8,572.1,570,540.7,640,585.72,11
"4876","P",3,"F",1,1,17,2,"B","G","G",658.2,658.4,594.3,835.1,760,701.2,14
"4897","C",2,"F",1,4,18,2,"B","C","E",414.9,532.5,549.3,658.1,620,554.96,11
"4928","G",1,"F",1,1,18,1,"B","E","D",533.8,567.1,581.4,627.1,520,565.88,11
"4938","J",1,"F",1,1,18,1,"B","F","G",539.8,611.6,603.1,639.5,560,590.8,11
"4948","M",2,"M",1,1,17,2,"B","F","E",570.4,601.7,575.9,708.9,940,679.38,13
"4950","D",1,"F",0,1,21,1,"B","C","C",501.7,565,572.7,632.1,560,566.3,11
"4973","G",1,"M",1,3,21,1,"B","C","E",399.5,533.6,543,579.9,340,479.2,9
"4974","Q",3,"F",1,1,17,2,"B","G","G",576.3,587.4,562.1,643,920,657.76,13
"4985","F",3,"F",1,3,17,2,"B","F","E",483.1,583.6,561.5,507,660,559.04,11
"4987","E",2,"M",1,1,18,2,"B","E","E",512.5,562.1,571.6,695,680,604.24,12
"5003","B",1,"F",1,2,24,1,"A","B","E",425.1,465.6,547.3,384.3,520,468.46,9
"5004","M",2,"F",1,1,17,2,"B","G","F",614.3,673.1,641.6,642.9,620,638.38,12
"5009","G",3,"M",1,1,18,2,"B","G","F",614.9,653.8,617.5,649.3,540,615.1,12
"5021","H",1,"F",1,1,20,1,"B","E","G",574.5,670.1,607.8,722.5,960,706.98,14
"5029","D",2,"F",1,2,17,2,"B","C","C",502.1,553.6,528.4,452.8,780,563.38,11
"5032","I",2,"M",1,1,18,2,"B","H","H",396.3,447.6,513.9,609.3,580,509.42,10
"5048","E",1,"F",1,0,17,3,"B","C","E",417,441.3,562.2,421.6,580,484.42,9
"5049","K",1,"F",1,1,16,3,"B","G","F",514,491.2,565.6,594.1,640,560.98,11
"5090","G",2,"M",1,1,18,2,"B","E","D",397.5,464.2,542.2,572.5,540,503.28,10
"5105","B",1,"M",1,4,27,1,"B","B","H",383.2,527.9,553.7,487.6,540,498.48,9
"5106","L",1,"F",1,1,17,1,"B","H","G",532.9,535.4,533.8,511.9,620,546.8,10
"5108","E",2,"F",1,3,17,2,"B","B","E",455.8,522.7,539.5,465.9,600,516.78,10
"5134","H",1,"F",1,1,30,1,"B","F","G",604.2,637.2,622.8,715.8,760,668,13
"5138","D",1,"F",1,1,17,3,"B","B","E",544.5,576.8,559.9,688.1,760,625.86,12
"5178","B",1,"F",0,3,24,1,"B","F","F",398.3,542.2,546.4,458.2,540,497.02,9
"5180","D",1,"M",1,1,19,1,"B","D","E",491.3,541,526,630.2,600,557.7,11
"5196","G",1,"F",1,1,18,3,"B","G","G",559.4,593.6,549.1,659.1,800,632.24,12
"5214","D",1,"F",1,2,19,1,"B","D","E",458.6,581.8,571.7,586.5,840,607.72,12
"5254","Q",3,"F",1,1,18,2,"B","F","F",672.3,640.8,620.5,750.4,740,684.8,13
"5255","N",1,"F",1,1,18,1,"B","F","E",590.9,577,612.9,678,840,659.76,13
"5267","N",1,"M",1,1,17,3,"B","F","G",454.9,525.2,542,627.1,620,553.84,11
"5274","C",1,"M",1,4,33,1,"B","B","B",431.7,552.9,559.9,531.9,620,539.28,10
"5297","L",1,"F",1,1,20,1,"B","H","G",600.8,615.2,576,678.6,720,638.12,12
"5303","E",2,"F",1,1,18,2,"B","E","E",518.5,561.3,470.9,532,600,536.54,10
"5319","C",2,"F",1,1,19,2,"B","C","E",430.9,358,477,468.3,520,450.84,9
"5320","F",2,"F",1,3,17,2,"B","D","E",364.9,508,539.5,432.7,480,465.02,9
"5330","M",1,"F",1,1,18,1,"B","G","F",609.3,621.3,641.6,628,640,628.04,12
"5352","Q",3,"F",1,1,17,2,"B","G","F",568.3,564.3,615.5,603.7,880,646.36,12
"5353","D",1,"F",1,3,19,1,"B","C","C",416.8,443.5,530.1,411.4,0,360.36,7
"5354","J",1,"F",1,1,20,1,"B","E","E",558.9,594.8,648.4,727,720,649.82,12
"5377","C",1,"M",1,1,22,1,"B","D","E",447.9,529.7,566.4,545.9,680,553.98,11
"5386","E",1,"M",1,1,25,1,"B","E","G",666.2,642.5,594.2,762.5,640,661.08,13
"5404","C",1,"M",1,1,19,1,"B","E","B",439,534.4,550.7,517.7,680,544.36,10
"5420","D",2,"F",1,1,18,2,"A","D","B",498.8,537.3,581.6,649,720,597.34,11
"5426","C",1,"F",1,1,18,1,"B","D","D",625.4,648.3,602.6,728.6,800,680.98,13
"5436","I",1,"F",2,3,21,1,"B","D","D",511.9,613.5,589.7,483,700,579.62,11
"5452","D",2,"F",1,1,17,2,"B","H","E",571.1,496.6,582.3,679.1,600,585.82,11
"5453","N",3,"M",1,1,17,2,"B","G","G",661.3,701.9,643.2,920,920,769.28,15
"5478","E",1,"F",3,2,24,1,"B","A","B",386.9,497.1,527.7,529.2,560,500.18,10
"5482","C",1,"F",2,1,60,1,"A","A","A",417.6,432.7,329.3,430.4,340,390,7
"5484","E",3,"F",1,1,17,2,"B","G","E",552,606.4,566,647.2,720,618.32,12
"5492","C",1,"F",1,2,31,1,"B","B","B",482.4,463,462.2,385.1,520,462.54,9
"5512","D",1,"F",1,3,22,1,"B","B","B",408.8,522.7,520.8,398.9,600,490.24,9
"5526","E",1,"F",1,1,24,1,"B","B","E",407.6,491.3,503.9,395.1,520,463.58,9
"5531","E",1,"F",1,1,19,1,"B","C","B",478.9,530.4,555.1,434.7,660,531.82,10
"5545","B",2,"F",1,1,18,2,"A","B","B",399.7,450.7,491.8,382.9,540,453.02,9
"5555","D",1,"F",1,1,18,1,"B","C","C",557.6,582.3,603,584.6,780,621.5,12
"5558","C",1,"F",1,2,20,3,"B","D","D",452.2,543.7,545.2,447,460,489.62,9
"5560","B",1,"M",1,1,24,1,"A","A","B",438.2,445,337.7,438.5,440,419.88,8
"5565","C",1,"F",1,3,22,1,"B","B","C",523.3,610.3,564.2,507.6,880,617.08,12
"5579","H",2,"F",1,1,18,2,"B","D","G",613.3,567.5,574,730.3,760,649.02,12
"5596","C",2,"F",1,1,19,2,"B","C","E",422.6,490.7,488.9,432.2,620,490.88,9
"5609","C",2,"M",1,1,17,2,"B","B","D",399.6,485.9,505.6,428.8,580,479.98,9
"5646","P",1,"F",1,1,20,1,"B","E","E",636.8,682.7,614.5,793.2,920,729.44,14
"5648","B",1,"F",1,1,20,1,"B","B","B",402.5,421.4,483.2,396.7,440,428.76,8
"5653","E",1,"F",1,1,17,3,"B","C","C",437,437,554.7,555.1,600,516.76,10
"5673","C",2,"F",1,2,18,2,"B","B","E",350.7,446.7,500.4,465.8,600,472.72,9
"5685","O",3,"M",1,1,17,2,"B","F","F",651.8,651.2,623.9,745.6,840,702.5,14
"5692","C",1,"M",1,3,20,1,"B","B","B",491.1,480.7,491.6,402,460,465.08,9
"5698","H",1,"F",1,1,16,3,"B","F","F",615.9,632,606.3,755.6,800,681.96,13
"5710","D",1,"F",1,1,19,1,"B","E","E",496.1,641.2,620.3,583.4,700,608.2,12
"5712","D",1,"F",1,3,19,1,"B","E","D",534.8,546.6,598.5,599.4,760,607.86,12
"5714","J",1,"F",1,1,18,1,"B","F","F",668.4,664.1,653.7,812.5,700,699.74,13
"5716","P",1,"M",1,3,37,1,"B","E","B",554.2,632.4,627.8,650.5,760,644.98,12
"5726","E",1,"F",1,1,23,1,"B","E","E",495.6,555.1,539.6,575.2,700,573.1,11
"5734","D",1,"M",1,2,23,1,"B","D","D",516.9,581.4,570.4,411,500,515.94,10
"5748","F",3,"M",1,1,17,2,"B","G","G",626.1,670.6,617.9,790.1,920,724.94,14
"5763","C",1,"M",1,1,21,1,"B","B","D",617.3,642.3,578.7,617.9,860,663.24,13
"5768","F",2,"F",1,1,18,2,"B","D","E",499.2,465,498.5,532.1,500,498.96,9
"5770","E",2,"M",1,3,19,2,"B","D","F",445.4,499.8,527.9,394.7,380,449.56,8
"5780","G",1,"F",1,1,19,1,"B","E","B",592.5,613.2,598,496.1,680,595.96,11
"5783","E",2,"F",1,2,19,2,"B","E","F",442.1,437.2,419.3,369.6,520,437.64,8
"5789","C",1,"F",1,1,20,3,"B","E","E",508,513.9,567,440.6,900,585.9,11
"5795","D",2,"F",1,1,17,2,"B","E","E",556.5,584.3,583,642.5,560,585.26,11
"5830","F",1,"M",1,1,22,1,"B","D","D",403.4,541.9,542.3,441.6,640,513.84,10
"5831","F",1,"M",1,4,18,1,"B","F","G",576.4,584.7,590.4,656.2,280,537.54,10
"5833","E",1,"F",2,3,26,1,"B","C","E",571.1,464.7,575.1,627.1,620,571.6,11
"5840","E",2,"F",1,3,18,2,"B","D","E",534.8,520.3,544.5,522,500,524.32,10
"5861","P",2,"F",1,1,18,2,"B","F","G",618.3,625.6,614.5,705,860,684.68,13
"5904","E",1,"F",1,1,18,1,"B","E","E",555,570,565.9,586.7,680,591.52,11
"5908","C",1,"F",1,3,19,1,"B","D","B",558.4,585,553.2,624.2,640,592.16,11
"5909","B",1,"F",1,1,16,3,"B","B","D",413.7,453.6,554.6,411.3,620,490.64,9
"5943","J",2,"M",1,1,18,2,"B","B","G",815.9,690.1,653.4,984.2,940,816.72,16
"5969","D",1,"F",1,2,20,1,"B","E","D",475.4,544.7,600,410.7,680,542.16,10
"5971","D",1,"M",0,3,24,1,"B","C","G",401.6,333.5,478.1,533.7,260,401.38,8
"5991","I",2,"M",1,1,18,2,"B","G","F",708.8,688.9,622.7,782.4,680,696.56,13
"6012","Q",1,"F",1,1,17,3,"B","G","G",603.8,670.4,563.1,732.9,920,698.04,13
"6014","C",2,"F",1,1,17,2,"B","E","E",445.7,460.2,535,489.4,600,506.06,10
"6018","K",2,"M",1,1,18,2,"B","C","F",519.8,588.3,539.6,754.2,780,636.38,12
"6039","D",2,"F",1,1,18,2,"B","E","E",537.8,592.8,581.2,557.8,780,609.92,12
"6044","O",1,"M",1,3,16,3,"B","G","G",607.4,580.4,597.8,673.7,880,667.86,13
"6045","E",2,"M",1,1,17,2,"B","C","F",492.6,540.4,523.6,561,600,543.52,10
"6053","D",2,"M",1,1,19,2,"B","E","E",691.1,692.7,629.1,797.6,820,726.1,14
"6065","Q",1,"F",1,1,18,1,"B","F","G",590.7,591.7,575.7,732.5,800,658.12,13
"6069","H",1,"F",1,1,16,3,"B","G","F",586.1,574.6,589.3,608,680,607.6,12
"6075","E",2,"F",1,1,17,2,"B","G","E",407.6,564.9,595.5,445,640,530.6,10
"6077","E",2,"M",2,1,18,2,"B","E","E",410.5,565.3,574.6,488.4,520,511.76,10
"6080","D",1,"F",1,1,17,3,"B","E","G",494.6,493,537.2,441.4,420,477.24,9
"6091","F",1,"F",1,2,19,1,"B","C","D",507.9,511.4,523.2,482.7,520,509.04,10
"6109","E",1,"M",2,1,22,1,"B","B","A",619.5,633.2,639.5,731.3,740,672.7,13
"6118","E",2,"F",1,3,22,2,"B","H","E",485.8,585.4,602.2,501.9,600,555.06,11
"6126","M",3,"F",1,1,18,2,"B","G","G",560.9,628.8,590.9,596.9,640,603.5,12
"6128","I",1,"M",1,1,19,1,"B","F","F",628.1,642.8,617.9,680.1,680,649.78,12
"6132","C",1,"F",1,1,23,1,"A","E","E",518.2,599.5,502,395,720,546.94,10
"6136","C",2,"M",1,1,17,2,"B","E","C",601.4,651.2,607.8,627.4,760,649.56,12
"6150","B",1,"F",1,3,19,1,"A","H","B",503.3,481.4,539.4,485.6,580,517.94,10
"6152","E",2,"F",1,2,18,2,"B","E","E",471.7,523.7,514.4,516.1,560,517.18,10
"6163","P",1,"F",1,1,23,1,"B","G","G",697.7,725.4,634.4,886.6,920,772.82,15
"6167","O",3,"F",1,1,17,2,"B","G","G",633.8,664.1,614.1,761.2,880,710.64,14
"6180","H",2,"F",1,1,18,2,"B","F","G",588,619.6,610.1,636.5,620,614.84,12
"6181","P",3,"M",1,1,17,2,"B","G","F",651.4,699.4,638.4,836.4,880,741.12,14
"6198","K",3,"M",1,1,17,2,"B","F","F",608.8,568.1,616.1,690.6,720,640.72,12
"6210","L",3,"M",1,1,18,2,"B","E","G",600.7,630,628.1,715.6,580,630.88,12
"6227","E",1,"F",1,1,20,1,"B","E","F",579.3,638.5,617,671.6,540,609.28,12
"6264","Q",3,"M",1,1,17,2,"B","C","E",547.6,588.4,602.5,655.3,620,602.76,12
"6272","K",3,"M",1,1,17,2,"B","E","G",485.8,510.5,536.2,576.8,320,485.86,9
"6281","P",3,"F",1,1,17,2,"B","F","G",610.3,611,606.8,626.9,680,627,12
"6290","F",3,"F",1,1,17,2,"B","F","E",596.4,577.7,582.5,740.7,800,659.46,13
"6294","B",2,"F",1,1,19,2,"B","C","D",419.2,391.1,512,446.5,520,457.76,9
"6303","D",1,"M",1,1,21,1,"B","B","D",577.3,642.7,599.2,604.1,640,612.66,12
"6327","N",1,"M",1,3,20,1,"B","F","F",697.3,703.4,604,806.5,800,722.24,14
"6328","O",1,"F",1,1,18,1,"B","F","F",657.1,670.1,601.5,745.6,880,710.86,14
"6333","C",1,"M",1,1,19,1,"B","B","B",413.6,390.5,447.1,439.8,540,446.2,8
"6340","C",2,"M",1,1,18,2,"B","B","C",571,562.2,545.8,582.7,600,572.34,11
"6341","G",1,"F",1,1,16,3,"B","F","E",578.3,545.6,540.4,463.2,560,537.5,10
"6344","G",2,"F",1,1,18,2,"B","E","D",424.7,533.1,563.5,563.3,680,552.92,11
"6363","G",3,"F",1,1,17,2,"B","C","D",512.5,525.6,579,621.6,640,575.74,11
"6376","C",1,"F",1,2,17,3,"B","C","D",396.7,430.1,533,478.9,480,463.74,9
"6387","C",3,"F",1,3,17,2,"B","C","C",473,552.9,535.4,416.5,640,523.56,10
"6390","G",1,"F",0,1,34,1,"B","E","E",649.3,693.1,640.8,766.2,940,737.88,14
"6391","Q",3,"F",1,1,18,2,"B","F","E",616.8,638.9,594.6,714.6,760,664.98,13
"6394","C",1,"F",1,1,21,1,"B","E","B",377.3,418.5,416.8,446.5,500,431.82,8
"6427","C",1,"M",1,1,23,1,"B","B","D",480,469.4,508.2,586,660,540.72,10
"6428","C",2,"M",0,1,18,2,"B","H","G",536.6,617.3,600,491.4,620,573.06,11
"6441","I",2,"F",1,1,18,2,"B","F","D",547.8,532.6,538.4,595.4,720,586.84,11
"6442","F",2,"F",1,0,20,2,"B","D","E",370.5,432.6,506.4,442.2,480,446.34,8
"6464","G",2,"M",1,1,18,2,"B","F","F",586.5,594.7,578.7,753.4,600,622.66,12
"6487","C",2,"F",2,3,19,2,"B","D","C",410.7,532.5,517.3,395.4,480,467.18,9
"6521","C",2,"M",1,2,18,2,"B","B","B",387.9,538,538.5,466.5,600,506.18,10
"6529","G",2,"M",1,1,19,2,"B","D","D",481.1,548.1,523.9,484.9,600,527.6,10
"6544","E",2,"F",1,1,18,2,"B","E","E",564.1,523.8,530.8,513.4,760,578.42,11
"6560","E",2,"M",1,1,17,2,"B","H","C",489.3,491.3,557.8,499.7,600,527.62,10
"6579","E",2,"F",1,3,17,2,"B","E","E",583.5,625,620.7,609.7,680,623.78,12
"6581","C",1,"F",1,1,19,1,"B","E","E",554.4,576.7,582.5,415.5,840,593.82,11
"6608","O",2,"F",1,1,17,2,"B","E","F",541.5,576.5,586.7,501.4,740,589.22,11
"6616","C",2,"M",1,3,27,2,"B","B","F",379.2,402.1,456.3,409.9,300,389.5,7
"6632","D",1,"F",1,1,23,1,"B","H","B",435.2,554.2,536.6,378.4,320,444.88,8
"6636","E",2,"M",1,1,18,2,"B","C","C",474.2,567.1,569.5,600.7,540,550.3,11
"6640","C",1,"F",1,1,20,1,"B","C","G",471.9,498.6,538.5,443.1,720,534.42,10
"6667","B",2,"F",1,3,22,2,"A","B","C",373.8,498.4,472.4,443.9,420,441.7,8
"6688","I",2,"M",1,1,17,2,"B","E","F",595.6,570,545.1,642.4,560,582.62,11
"6696","Q",2,"F",1,1,17,2,"B","G","G",601.3,567.4,600.2,588.4,740,619.46,12
"6697","D",2,"M",3,1,19,2,"B","A","H",417.5,513.7,488.9,390.7,480,458.16,9
"6700","E",1,"M",2,1,29,1,"B","D","E",388.8,373.7,535.7,462,500,452.04,9
"6703","B",1,"F",0,3,22,1,"B","B","F",535.7,586.9,578,529.7,640,574.06,11
"6706","D",2,"F",1,1,19,2,"B","C","C",371.8,405,476.4,476.8,320,410,8
"6709","G",2,"F",1,1,18,2,"B","H","E",436.2,508.5,547.2,470.9,560,504.56,10
"6723","H",1,"F",1,3,24,1,"B","F","G",453.8,616.6,597.7,426.4,780,574.9,11
"6731","I",2,"F",1,1,18,2,"B","F","F",599.5,635,634.1,726.2,900,698.96,13
"6734","F",1,"F",1,1,38,1,"B","B","B",574.5,498.7,563.5,498.9,600,547.12,10
"6735","F",1,"M",1,1,23,1,"A","E","E",555.7,514.6,530.2,590.2,680,574.14,11
"6736","B",1,"F",1,2,18,1,"B","H","E",480.5,449.7,488.3,528.6,540,497.42,9
"6737","D",1,"M",1,3,23,1,"B","B","E",464.1,464.3,515,496.8,460,480.04,9
"6741","H",1,"F",1,1,16,3,"B","B","E",549.6,526.4,559.2,672.5,680,597.54,11
"6750","E",2,"F",1,1,18,2,"B","E","E",433,599.5,562.4,371.1,640,521.2,10
"6753","D",2,"F",1,1,18,2,"B","B","B",477.8,549,578.8,621.9,680,581.5,11
"6761","C",1,"F",0,1,45,1,"B","B","B",498.9,585.5,562.3,551.3,460,531.6,10
"6786","I",1,"F",1,1,18,1,"B","C","E",463.6,435.4,537.5,595.2,700,546.34,10
"6789","O",1,"F",2,1,31,1,"B","C","E",598.8,666.5,629.4,788,700,676.54,13
"6814","P",3,"M",0,1,17,2,"B","E","G",577.6,654.6,627.1,757.6,680,659.38,13
"6820","H",3,"F",1,1,18,2,"B","F","E",576.6,546.7,552.2,558.6,700,586.82,11
"6822","L",1,"F",1,1,18,1,"B","F","G",551.8,585.3,572.2,477.8,680,573.42,11
"6852","L",3,"M",1,1,16,2,"B","F","G",561.2,569.8,560.2,664.3,640,599.1,11
"6863","C",2,"M",0,1,17,2,"B","E","E",499.4,549.6,590.4,554.8,840,606.84,12
"6865","J",3,"M",0,1,18,2,"B","E","E",566.9,571.2,608.4,723.2,860,665.94,13
"6899","Q",1,"F",1,1,17,1,"B","G","G",678.3,706.6,650.4,845.1,880,752.08,15
"6903","G",1,"M",1,3,17,1,"B","G","G",578.8,618.9,587.1,625.2,800,642,12
"6905","C",1,"M",0,1,22,1,"B","E","D",558.2,604.6,584.2,514,560,564.2,11
"6921","J",2,"F",1,1,18,2,"B","F","E",545.9,630.5,629.1,639.2,820,652.94,13
"6923","H",1,"F",1,1,18,1,"B","D","D",385.6,428.4,514.3,573.2,560,492.3,9
"6932","C",2,"F",1,1,19,2,"B","F","F",591.9,593.4,588.7,724.8,740,647.76,12
"6973","G",2,"F",1,1,18,2,"B","B","D",516.2,593.8,576.8,425.7,660,554.5,11
"6980","H",3,"F",1,1,17,2,"A","E","F",532.4,527,528.9,581,540,541.86,10
"7007","L",2,"M",1,3,19,2,"B","F","D",472.2,535.3,559.8,443.1,680,538.08,10
"7010","H",2,"M",1,1,17,2,"A","E","F",461.4,412.9,340.4,552.6,540,461.46,9
"7016","A",1,"M",1,3,25,1,"B","E","E",559.1,607.2,567.1,602.9,680,603.26,12
"7017","H",1,"F",0,1,27,1,"B","D","D",549,530.8,581.3,554.9,760,595.2,11
"7045","F",2,"F",1,1,19,2,"B","E","B",482.1,452.9,517.5,638.5,640,546.2,10
"7050","C",1,"F",1,1,19,1,"A","C","D",462.7,547.3,556.5,458.8,680,541.06,10
"7088","I",1,"F",1,1,16,3,"B","E","E",589.4,579.5,594,710.1,860,666.6,13
"7095","Q",3,"F",1,1,18,2,"B","G","G",599.2,614.1,608.8,608.8,760,638.18,12
"7109","I",1,"F",1,1,20,1,"B","G","F",600.2,595,615.5,717.2,640,633.58,12
